-149.0010367935909868901799135086201177963682056888587226150749401327244008232668564349388472662757876887270232116298281708518210128852273023058529889444538797156871523714193366050936791939033077113973375854108813812455231387123785113161262568403180828096381625697417527973216401281037732263190823510615967546988462583850091882418074132180230464927625243710907068298978595138433862435929294266473798923192089809013263245889975902443007588467057291674858483952945140789978362204315697273991752753	0
-148.0052302535304751339472313006577232898305394624167194352320250071304239937162646933030002210656997012265540317829810207235792618617638774505857615739374054601465134540781870524578226524536930708143962930339255743452044851002142861051982164628658936619487576462337742426951505977802658326009827821422470807435985360822528654361075903128668065893525330244062848895983740177405038864494930016764515270005204922646914358468056157467755448665274404388580853241244364175202103570124089651141756207	0
-147.0158118753490814172810960589690115613509896322926763437126645153348207428186139134310999510641715518202034160843737544598220243530985455247155717023239036118023081344469579801429438486307893604415004257894082678961602360931573101101295221977213475184067097211721173973010157319879111753500567363740951527271179388744501586659509937785602596502669239810503813402503466304681163226786493391726564880310014500832613042949333827443727365300333455674586115283568123537263573534774896957973381851	0
-146.0369433417566667815267721151391324636845620547252366227841408004539991963745797960902137019906705981967232950113452749085844321012173566145200780139579458981504419543210597048452775365601105087270706893608316218847728631153724341386992622601776514168232164870010015401340897802737748555925000489472996339717309198015500597188094192853433046692430983820420545248339733954216111335099680302158732690684160328334328076641854562488113517339346341032885479945182673330472558518218459184990763111	0
-145.072711621804125680747493694985531407516473309976554998026719873744952411455660349064130388445401417694357856932897951438851857931638843794007632322064729991909776159938966930732764110996531736815028088474209264201364887666087096983267415556543743211597385491812316660860226976364107560773931172949722973396329620153153742064828656692041884670384608578399799697051591436727362186754472024840520814828173621677839567789690951334530239844472833319442923141856707462911740904874703201338683144	0
-144.1243440555001630239367651384399010683743308418333597599435534692633848635058136767914338223348983900698965201999448878794924767441970375424201566585041624135044430995080796495807503490735548900212296482885088280940696575758766336339579421541658957106607488036553504363749228123065209596989833168939728194279662457918440597446446290168106174914340159496203021005119744414908898366211966786848497374719221398910828944263142337776126500621129246832100192565714598990934582334219028428538831582	0
-143.1864235966594221653664204444095266404597788348620833294452919904433210595488284355878757034731246005806931383779593209891583991942305246962871538797452003706140277652131948954804010474016540659785567176198422455511822092033077829377392407819667277284590442487288079657977682754375483650330506210976281506986700359571302263184951609176408857831022814106500888564321778420833206595377180477574002085892215558868346008482929180846489803304289703786113007045245931914949857652799013189889529524	0
-142.2473725349829989861604294093974391183084741320266836367054810984516987255712477480463533175456287043748791184367263649016032983197912887074006398630959728554524913172815730127836004154411271798662651540769219697745980068394863583260705281510392029895149921474451188627957090605889980171367606251101228646469837227557806102010955845839546592066800115239960199310534563909011492327299056456679068642631037036301529547875138515733948510566687077013894514330409628361058323667624541799238854181	0
-141.2968318990780349403715785360822871342062592842713748613330549502662401496365260846708407538326664395776872999342922125597804422691422064957659132925688303972102644033008585024011123310933235152234641769812057868208325792764150784926953880624165132360555018310369699084161383514490475689571755784591512779989807909115294568189196973804092043938795986558238592821715842577856414988451148605415445719231904938347801347494981450860271775813327965906617921236794903569557254283518386444876204067	0
-140.3313715051553001962348242110078981542383867065023248875222370937533117122159332548582954536624593113453270577595093048220972581774082743353145949900678918661501536465322889058098532001569877073510319859437466810817114724905691609264906918394535282902847042592785106719757635477319236109052931977474318537117665193787770993268863155540975285986741783345801062747794369680858804808911683458104697745176405191125881611590666830415210063106339266298620011501196073264614236505415707936179898856	0
-139.3529771236163172258527406405307657130075844252602794417597693880932876903543645942014136984458295797502493177994964222589202792477764858355279031973628089073216668178313966106404127222630695916386368825693794809364555398936991360097491371574530909051044985940096319641125110711921964543589307114671542936001980608753630353295132182141111862554819958574547066168192317942639996277116895564465648411007548645319450878922241312181299207716233947185594189951506064663083071073078721290770141111	0
